"","x"
"26078","unannotated"
"26079","MSapaapp"
"26080","unannotated"
"26081","unannotated"
"26082","MSaaaappp/MSxapaapp"
"26083","ABalppppa/ABpraaapa"
"26084","Cpapax"
"26085","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26086","unannotated"
"26087","ABpxaappaa"
"26088","ABpxppappp"
"26089","ABpxppaapa"
"26090","ABpxaapppp"
"26091","ABalapxpppp/ABalaapappp/ABalppaappp"
"26092","unannotated"
"26093","ABpxaapppa"
"26094","ABpxaapappp"
"26095","unannotated"
"26096","ABalppppppa/ABpraaapppa"
"26097","unannotated"
"26098","Dxppp"
"26099","unannotated"
"26100","MSxapaapa"
"26101","ABalaapppa/ABalapaapa"
"26102","ABpxaapaaaa"
"26103","ABpxpaappp"
"26104","ABalpapapa/ABarappapa"
"26105","unannotated"
"26106","Cxppa"
"26107","MSaaaaap"
"26108","ABpxaapapa"
"26109","unannotated"
"26110","ABprpappa"
"26111","unannotated"
"26112","ABalppappp/ABarappppp"
"26113","ABalppppaad/ABpraaapaad"
"26114","ABpxaapapp"
"26115","unannotated"
"26116","unannotated"
"26117","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26118","unannotated"
"26119","ABpxaapapa"
"26120","ABpxpppaap"
"26121","ABarpaaap"
"26122","unannotated"
"26123","MSxaapap"
"26124","Dxxax"
"26125","unannotated"
"26126","ABpxpppapa"
"26127","ABalpaappa/ABaraaappa"
"26128","unannotated"
"26129","unannotated"
"26130","unannotated"
"26131","ABpxapapa"
"26132","unannotated"
"26133","ABpxppapap"
"26134","ABalpppaaaa/ABpraaaaaaa"
"26135","unannotated"
"26136","ABalaapppa/ABalapaapa"
"26137","ABalpppapav/ABpraaaapav"
"26138","ABalapxpapaa/ABpxpaaappaa"
"26139","unannotated"
"26140","Cxpapp"
"26141","MSxpaaaa"
"26142","unannotated"
"26143","ABalpapapaa/ABalppapaaa/ABalpppapad/ABarappapaa/ABarapppaaa/ABpraaaapad"
"26144","unannotated"
"26145","ABpxappapa"
"26146","ABpxppppap"
"26147","unannotated"
"26148","unannotated"
"26149","ABpxapaaapa"
"26150","ABpxpaaapp"
"26151","unannotated"
"26152","ABpxppppaa"
"26153","Cxppppx"
"26154","unannotated"
"26155","MSxpappa"
"26156","Cxppppx"
"26157","ABpxapaaapa"
"26158","unannotated"
"26159","ABpxppaaaa"
"26160","ABaraapxap"
"26161","MSxppaa"
"26162","ABalpppppaa/ABpraaappaa"
"26163","MSaaaaaax/MSxpaaaax"
"26164","ABpxppppaa"
"26165","unannotated"
"26166","unannotated"
"26167","MSxppaaa"
"26168","unannotated"
"26169","ABalpppapav/ABpraaaapav"
"26170","unannotated"
"26171","unannotated"
"26172","unannotated"
"26173","unannotated"
"26174","unannotated"
"26175","Dxppa"
"26176","MSxapppa"
"26177","MSxpapa"
"26178","ABarpapaapp/ABplaaaaapp"
"26179","MSapaap"
"26180","Dxppp"
"26181","ABalppapa/ABarapppa"
"26182","unannotated"
"26183","Cxaaax/Cxaapa"
"26184","ABprpappapa"
"26185","unannotated"
"26186","ABalapaaapa/ABalappappa"
"26187","MSxpppa"
"26188","ABpxaapapp"
"26189","ABpxpaappp"
"26190","ABpxappap"
"26191","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"26192","ABpxaappaa"
"26193","ABprpapppap"
"26194","Dxxaa"
"26195","ABaraapxpp"
"26196","MSaaappp"
"26197","ABpxapapaa"
"26198","ABalapxpapa/ABpxpaaappa"
"26199","unannotated"
"26200","unannotated"
"26201","ABpxpaaaapa"
"26202","MSxppaa"
"26203","ABpxaapaap"
"26204","ABpxapapaa"
"26205","ABpxpaapapa"
"26206","Epxpp"
"26207","unannotated"
"26208","unannotated"
"26209","Dxpp"
"26210","MSxapaaa"
"26211","unannotated"
"26212","unannotated"
"26213","ABpxaapppp"
"26214","ABpxpapaaa"
"26215","unannotated"
"26216","unannotated"
"26217","MSxpapaa"
"26218","ABalapxppap/ABalaappppp/ABalapaappp/ABalppapppp/ABarapppppp"
"26219","ABpxpapaap"
"26220","ABalapxpapaa/ABpxpaaappaa"
"26221","ABalppppapa/ABpraaapapa"
"26222","unannotated"
"26223","unannotated"
"26224","unannotated"
"26225","Cpappv"
"26226","unannotated"
"26227","Dxppax"
"26228","MSxpaaap"
"26229","unannotated"
"26230","MSxppaaa"
"26231","MSpppaaa"
"26232","ABpxaapppa"
"26233","ABpxappppa"
"26234","ABaraaaaa"
"26235","ABalppapap/ABarapppap"
"26236","unannotated"
"26237","ABprpappaap"
"26238","ABalpppapa/ABpraaaapa"
"26239","ABpxpaapaa"
"26240","unannotated"
"26241","unannotated"
"26242","MSxpapa"
"26243","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26244","ABprppppapp"
"26245","ABarpapppx/ABplaaappx"
"26246","unannotated"
"26247","unannotated"
"26248","ABalpppapp/ABpraaaapp"
"26249","MSxpaaa"
"26250","ABalpppppa/ABpraaappa"
"26251","unannotated"
"26252","Cxppaa"
"26253","unannotated"
"26254","ABalppapaa/ABarapppaa"
"26255","ABpxpaaaaap"
"26256","MSaaaaaa"
"26257","ABpxpaapaa"
"26258","MSxapppax"
"26259","ABarppx"
"26260","ABpxaapaaa"
"26261","ABalpapapp/ABarappapp"
"26262","ABarpapppx/ABplaaappx"
"26263","unannotated"
"26264","Cxappd"
"26265","ABpxpapaaa"
"26266","ABpxpaappa"
"26267","unannotated"
"26268","MSaaaapa"
"26269","Cxppppx"
"26270","ABprpappaap"
"26271","MSxpaaaa"
"26272","ABpxpapaaa"
"26273","unannotated"
"26274","unannotated"
"26275","unannotated"
"26276","unannotated"
"26277","unannotated"
"26278","ABalpaapap/ABaraaapap"
"26279","unannotated"
"26280","ABarppxapa"
"26281","ABpxppaaaa"
"26282","unannotated"
"26283","ABpxpppapa"
"26284","ABalpaapp/ABaraaapp"
"26285","unannotated"
"26286","Cxpppax"
"26287","unannotated"
"26288","ABalapaaap/ABalappapp"
"26289","Cxppaa"
"26290","ABpxpapapp"
"26291","unannotated"
"26292","ABalaapaa"
"26293","ABpxaapapaa"
"26294","unannotated"
"26295","unannotated"
"26296","Cxpppp"
"26297","ABalapxpppp/ABalaapappp/ABalppaappp"
"26298","MSxpppap"
"26299","MSxppaa"
"26300","ABpxppapaa"
"26301","Cxppp"
"26302","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26303","ABalapxpap/ABpxpaaapp"
"26304","unannotated"
"26305","ABpxpaaaaap"
"26306","ABpxappppa"
"26307","ABalaappap/ABalppaaap"
"26308","ABalpapapp/ABarappapp"
"26309","unannotated"
"26310","MSxapppp"
"26311","unannotated"
"26312","MSaaaaaa"
"26313","MSxpappp"
"26314","ABpxpapap"
"26315","unannotated"
"26316","unannotated"
"26317","ABpxpapaaa"
"26318","MSxpapaa"
"26319","MSxppap"
"26320","ABalppppapa/ABpraaapapa"
"26321","unannotated"
"26322","ABpxppaaaa"
"26323","MSpaaapa"
"26324","ABalpppapav/ABpraaaapav"
"26325","ABpxappapp"
"26326","ABarpaaaap/ABarpaaapa"
"26327","unannotated"
"26328","unannotated"
"26329","ABalppppap/ABpraaapap"
"26330","MSxpaaap"
"26331","unannotated"
"26332","unannotated"
"26333","ABalppppaad/ABpraaapaad"
"26334","MSxppaap"
"26335","Cxpapa"
"26336","MSaaaaapa"
"26337","ABpxppappa"
"26338","unannotated"
"26339","ABpxaapppp"
"26340","ABpxpaaaaa"
"26341","Cxpapax"
"26342","ABalppapap/ABarapppap"
"26343","Dxxa"
"26344","ABalapppaaa"
"26345","ABalapxpp"
"26346","MSxpapap"
"26347","Cxaaax/Cxaapa"
"26348","unannotated"
"26349","MSxpaa"
"26350","ABalapxpapa/ABpxpaaappa"
"26351","MSxppaap"
"26352","ABpxapapap"
"26353","Dxpp"
"26354","ABalpapap/ABarappap"
"26355","unannotated"
"26356","unannotated"
"26357","unannotated"
"26358","ABpxapappa"
"26359","unannotated"
"26360","Cxaaax/Cxaapa"
"26361","ABalppppapa/ABpraaapapa"
"26362","unannotated"
"26363","unannotated"
"26364","unannotated"
"26365","unannotated"
"26366","unannotated"
"26367","ABpxpapaaa"
"26368","ABarppxapp"
"26369","MSxpapaa"
"26370","MSxppap"
"26371","ABpxppppp"
"26372","ABarpapaaa/ABplaaaaaa"
"26373","Eaxap/Eaxpa"
"26374","unannotated"
"26375","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26376","ABalpappaa/ABarapapaa"
"26377","ABalpppaap/ABpraaaaap"
"26378","ABpxppapaa"
"26379","ABpxpaapp"
"26380","ABaraaaaa"
"26381","unannotated"
"26382","ABpxpaapapa"
"26383","unannotated"
"26384","ABpxapappp"
"26385","Cxppapx"
"26386","MSpappa"
"26387","ABpxppaaaap"
"26388","ABalppppaad/ABpraaapaad"
"26389","unannotated"
"26390","unannotated"
"26391","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26392","unannotated"
"26393","MSpaaaap"
"26394","ABaraapxapp/ABarapapppa"
"26395","unannotated"
"26396","unannotated"
"26397","MSxppppa"
"26398","MSxapaa"
"26399","Epxpa"
"26400","MSxpppa"
"26401","ABpxpapaaa"
"26402","ABalaappp/ABalapaap"
"26403","Cpapax"
"26404","unannotated"
"26405","unannotated"
"26406","unannotated"
"26407","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26408","unannotated"
"26409","ABalppppapaa/ABpraaapapaa"
"26410","MSxapppax"
"26411","ABalppapap/ABarapppap"
"26412","ABalppppap/ABpraaapap"
"26413","MSxppaaa"
"26414","ABpxppaaa"
"26415","MSxpaaaa"
"26416","ABprpppaaaa"
"26417","ABalapaaaa/ABalappapa"
"26418","ABpxppaaaa"
"26419","ABarpapaa/ABplaaaaa"
"26420","ABpxpaaaaap"
"26421","MSxpapp"
"26422","ABalppappap/ABarappppap"
"26423","ABpxapappa"
"26424","unannotated"
"26425","ABaraaaaax"
"26426","MSxapppp"
"26427","ABaraapxap"
"26428","unannotated"
"26429","unannotated"
"26430","MSxppaa"
"26431","ABplpappaap"
"26432","unannotated"
"26433","Z2/Z3:pseudotime_bin_2"
"26434","unannotated"
"26435","ABpxapappa"
"26436","MSxaapap"
"26437","ABpxaapaapp"
"26438","MSxppaaa"
"26439","unannotated"
"26440","unannotated"
"26441","MSxpapa"
"26442","ABpxapapap"
"26443","ABpxppappa"
"26444","MSxpapa"
"26445","ABpxappapp"
"26446","Cxppp"
"26447","unannotated"
"26448","MSaaaaaa"
"26449","unannotated"
"26450","unannotated"
"26451","ABarpapppx/ABplaaappx"
"26452","ABalpppppap/ABpraaappap"
"26453","ABarpapapx/ABplaaaapx"
"26454","MSppaap"
"26455","MSxapapa"
"26456","ABpxpppaapa"
"26457","unannotated"
"26458","unannotated"
"26459","ABpxppaaaa"
"26460","unannotated"
"26461","ABalpappap"
"26462","unannotated"
"26463","unannotated"
"26464","ABplpappaa"
"26465","unannotated"
"26466","ABalpapaaa"
"26467","MSaaaaap"
"26468","unannotated"
"26469","ABpxpppaap"
"26470","ABalaapppa/ABalapaapa"
"26471","MSxpppap"
"26472","unannotated"
"26473","ABpxapapaa"
"26474","ABalaapppa/ABalapaapa"
"26475","unannotated"
"26476","ABalppppapaa/ABpraaapapaa"
"26477","unannotated"
"26478","unannotated"
"26479","ABalapppaa"
"26480","ABpxpaappa"
"26481","ABpxpppp"
"26482","ABarpaapx"
"26483","ABalappaap"
"26484","ABalpappaa/ABarapapaa"
"26485","unannotated"
"26486","Cxpapp"
"26487","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26488","Cxppppx"
"26489","unannotated"
"26490","MSxpapaa"
"26491","MSxppppa"
"26492","MSpaaaaa"
"26493","MSaaaaapa"
"26494","unannotated"
"26495","ABpxappppa"
"26496","unannotated"
"26497","ABpxpaaaap"
"26498","unannotated"
"26499","MSxpapaa"
"26500","MSxapapp"
"26501","unannotated"
"26502","ABpxppaapp"
"26503","unannotated"
"26504","ABaraaaaax"
"26505","unannotated"
"26506","ABalpppapav/ABpraaaapav"
"26507","ABpxpapapp"
"26508","unannotated"
"26509","ABalappaapa"
"26510","ABpxaapaa"
"26511","ABalppppapa/ABpraaapapa"
"26512","ABpxapaaap"
"26513","ABpxppappp"
"26514","ABarpaapxx"
"26515","ABarpapaap/ABplaaaaap"
"26516","ABalppapap/ABarapppap"
"26517","ABpxpapaa"
"26518","ABalapxpppp/ABalaapappp/ABalppaappp"
"26519","unannotated"
"26520","unannotated"
"26521","unannotated"
"26522","unannotated"
"26523","MSaaapp"
"26524","ABalpaappa/ABaraaappa"
"26525","MSpaaappp/MSxapappa"
"26526","unannotated"
"26527","unannotated"
"26528","Cxaaax/Cxaapa"
"26529","ABalpppppa/ABpraaappa"
"26530","unannotated"
"26531","ABalpppaaaa/ABpraaaaaaa"
"26532","ABpxapppapp"
"26533","MSxpapaa"
"26534","MSxppap"
"26535","ABaraapxpa"
"26536","Dxxaa"
"26537","ABpxaapaapp"
"26538","ABalpppaap/ABpraaaaap"
"26539","Dxpap"
"26540","ABpxaapaap"
"26541","MSxappppx"
"26542","Cpapax"
"26543","ABalpppapppa/ABpraaaapppa"
"26544","MSxapaa"
"26545","unannotated"
"26546","unannotated"
"26547","MSxapaa"
"26548","MSxppa"
"26549","ABpxppaaaap"
"26550","MSpppaaa"
"26551","ABalpaaap/ABarapaap"
"26552","ABalpaapaaa/ABalpaappap/ABaraaapaaa/ABaraaappax/ABarapapapa"
"26553","Dxppax"
"26554","ABalaappa/ABalppaaa"
"26555","unannotated"
"26556","MSxapa"
"26557","MSxpppap"
"26558","ABpxaapppa"
"26559","ABpxapappp"
"26560","ABpxpppapa"
"26561","unannotated"
"26562","MSxapapa"
"26563","ABpxpppapa"
"26564","ABpxapaapp"
"26565","ABpxpaaaaap"
"26566","unannotated"
"26567","Cxpaaax"
"26568","unannotated"
"26569","unannotated"
"26570","ABalpppap/ABpraaaap"
"26571","ABpxppaaa"
"26572","unannotated"
"26573","Dxpp"
"26574","Dxxa"
"26575","ABpxppaaaap"
"26576","unannotated"
"26577","unannotated"
"26578","ABarppxppp"
"26579","ABarpaaaap/ABarpaaapa"
"26580","ABarppxaap"
"26581","MSpappax"
"26582","MSxpaaaa"
"26583","ABpxpapaaa"
"26584","MSaaaappp/MSxapaapp"
"26585","unannotated"
"26586","ABarpapaap/ABplaaaaap"
"26587","Dxapx"
"26588","ABpxappaa"
"26589","unannotated"
"26590","unannotated"
"26591","unannotated"
"26592","ABpxpaaapp"
"26593","unannotated"
"26594","ABpxpaaaaa"
"26595","unannotated"
"26596","unannotated"
"26597","ABalpppaaa/ABpraaaaaa"
"26598","ABpxppaapp"
"26599","ABpxppappp"
"26600","ABalppppapa/ABpraaapapa"
"26601","ABpxpaaaap"
"26602","MSxapppa"
"26603","unannotated"
"26604","MSxapppp"
"26605","ABpxppppap"
"26606","ABpxpaaaaap"
"26607","unannotated"
"26608","ABpxapaaaa"
"26609","MSaaaaap"
"26610","ABpxpapapp"
"26611","MSxppaap"
"26612","ABpxpaaaapa"
"26613","unannotated"
"26614","Cxpaaa"
"26615","ABalpapapp/ABarappapp"
"26616","Cxpaap"
"26617","ABalpapapp/ABarappapp"
"26618","ABalpapaapa/ABarappaapa"
"26619","ABpxppappp"
"26620","ABprpapppa"
"26621","unannotated"
"26622","ABarppxpax"
"26623","unannotated"
"26624","ABalpappaa/ABarapapaa"
"26625","ABalpapppp/ABarapappp"
"26626","ABpxpaaaap"
"26627","unannotated"
"26628","unannotated"
"26629","unannotated"
"26630","ABalaaaarxp/ABalapppaap/ABplpappaaa"
"26631","unannotated"
"26632","unannotated"
"26633","unannotated"
"26634","unannotated"
"26635","ABalaapap/ABalppaap"
"26636","ABalppppppa/ABpraaapppa"
"26637","Cpappv"
"26638","ABalpppapp/ABpraaaapp"
"26639","ABpxpaaaaa"
"26640","ABpxapaaaa"
"26641","ABpxapaaa"
"26642","ABpxppaap"
"26643","MSaaaaapa"
"26644","ABpxapap"
"26645","unannotated"
"26646","unannotated"
"26647","ABaraaaaax"
"26648","ABarapapap"
"26649","MSxpappa"
"26650","unannotated"
"26651","Dxpp"
"26652","unannotated"
"26653","unannotated"
"26654","ABarpapaapp/ABplaaaaapp"
"26655","ABpxaapapp"
"26656","ABpxppaaaap"
"26657","unannotated"
"26658","unannotated"
"26659","ABalappaapa"
"26660","ABpxppppaa"
"26661","ABpxpapaaa"
"26662","unannotated"
"26663","ABalaaaalp/ABalaapaap"
"26664","unannotated"
"26665","MSxappp"
"26666","MSpaaappp/MSxapappa"
"26667","MSxpaaaa"
"26668","MSxpaaaa"
"26669","unannotated"
"26670","unannotated"
"26671","ABalaaapar/ABalaaappl"
"26672","ABalapxpap/ABpxpaaapp"
"26673","ABalapaaapa/ABalappappa"
"26674","Cxaaax/Cxaapa"
"26675","Cxpapp"
"26676","ABpxpapaapa/ABpxpapappa"
"26677","unannotated"
"26678","ABarpapppx/ABplaaappx"
"26679","unannotated"
"26680","ABalppppaad/ABpraaapaad"
"26681","unannotated"
"26682","unannotated"
"26683","Dxxa"
"26684","MSxpapaa"
"26685","ABpxppppp"
"26686","unannotated"
"26687","ABpxappaap"
"26688","MSapaapp"
"26689","unannotated"
"26690","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26691","unannotated"
"26692","unannotated"
"26693","ABprpapppa"
"26694","ABpxpaaaaa"
"26695","unannotated"
"26696","Cxappd"
"26697","unannotated"
"26698","unannotated"
"26699","unannotated"
"26700","ABpxpppppp"
"26701","unannotated"
"26702","MSpaaaap"
"26703","ABpxaap"
"26704","unannotated"
"26705","unannotated"
"26706","ABalpppappp/ABpraaaappp"
"26707","Dxxax"
"26708","ABaraapxapp/ABarapapppa"
"26709","unannotated"
"26710","unannotated"
"26711","ABalaaapar/ABalaaappl"
"26712","ABpxapppaa"
"26713","unannotated"
"26714","unannotated"
"26715","unannotated"
"26716","ABalppappa/ABarappppa"
"26717","MSaaapp"
"26718","ABpxpapapaa"
"26719","unannotated"
"26720","ABarpapppx/ABplaaappx"
"26721","ABpxaappaa"
"26722","ABalpppaa/ABpraaaaa"
"26723","Cxappd"
"26724","ABalppppp/ABpraaapp"
"26725","ABpxapaaa"
"26726","MSxpaaaa"
"26727","ABpxppaapa"
"26728","unannotated"
"26729","unannotated"
"26730","unannotated"
"26731","unannotated"
"26732","Cxppa"
"26733","ABaraaaaax"
"26734","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26735","MSxpapaa"
"26736","Cxpppa"
"26737","Cxpappx"
"26738","unannotated"
"26739","ABalpapppa/ABarapappa"
"26740","Dxppax"
"26741","unannotated"
"26742","unannotated"
"26743","ABpxappppa"
"26744","unannotated"
"26745","unannotated"
"26746","ABpxaapppa"
"26747","MSxpapp"
"26748","ABalpppap/ABpraaaap"
"26749","unannotated"
"26750","Dxapa"
"26751","ABalpppapa/ABpraaaapa"
"26752","Cxppap"
"26753","unannotated"
"26754","ABalapxpapa/ABpxpaaappa"
"26755","ABaraaaaax"
"26756","ABalpppppppa/ABpraaappppa"
"26757","MSxpppp"
"26758","unannotated"
"26759","unannotated"
"26760","unannotated"
"26761","ABalapxpapa/ABpxpaaappa"
"26762","ABpxpaappaa"
"26763","Eaxap/Eaxpa"
"26764","unannotated"
"26765","ABalpppaaa/ABpraaaaaa"
"26766","unannotated"
"26767","unannotated"
"26768","MSxpapp"
"26769","ABalapxppa"
"26770","unannotated"
"26771","MSpappa"
"26772","ABalppppppa/ABpraaapppa"
"26773","MSxappp"
"26774","ABalpppppp/ABpraaappp"
"26775","unannotated"
"26776","ABpxaappaa"
"26777","unannotated"
"26778","ABpxpaapa"
"26779","unannotated"
"26780","unannotated"
"26781","ABpxappapa"
"26782","unannotated"
"26783","unannotated"
"26784","ABprpappa"
"26785","MSxppaap"
"26786","ABpxpppppp"
"26787","unannotated"
"26788","unannotated"
"26789","Eaxap/Eaxpa"
"26790","unannotated"
"26791","ABprpappapa"
"26792","Cxpppa"
"26793","ABpxppapaa"
"26794","ABaraapxpaa"
"26795","ABpxpppaaa"
"26796","MSxpaaaa"
"26797","ABalppppaa/ABpraaapaa"
"26798","ABalapxpap/ABpxpaaapp"
"26799","unannotated"
"26800","unannotated"
"26801","ABprpappaaa"
"26802","ABalppppppa/ABpraaapppa"
"26803","ABalaappap/ABalppaaap"
"26804","MSxpapa"
"26805","ABalaapppp/ABalapaapp"
"26806","unannotated"
"26807","unannotated"
"26808","ABalapxpapa/ABpxpaaappa"
"26809","MSxpaaaa"
"26810","ABalppappa/ABarappppa"
"26811","Cxppa"
"26812","MSxpapaa"
"26813","ABalpaappa/ABaraaappa"
"26814","ABalpappaa/ABarapapaa"
"26815","unannotated"
"26816","MSxaapapa/ABalpappapp"
"26817","ABpxaapaapp"
"26818","ABaraapxapp/ABarapapppa"
"26819","ABalppapaa/ABarapppaa"
"26820","MSxpaaap"
"26821","ABalpapaa/ABarappaa"
"26822","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26823","MSappaaa"
"26824","MSxpppp"
"26825","unannotated"
"26826","MSaaaappp/MSxapaapp"
"26827","ABalappaapa"
"26828","ABpxppaaaap"
"26829","ABalpppapav/ABpraaaapav"
"26830","MSxapppp"
"26831","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26832","unannotated"
"26833","ABpxpaaaa"
"26834","MSxapaap"
"26835","ABpxapppaa"
"26836","ABpxaapaapp"
"26837","Dxpp"
"26838","unannotated"
"26839","Cxppap"
"26840","Cxpppax"
"26841","ABplpappaap"
"26842","Cxpappx"
"26843","ABarppxapp"
"26844","ABpxapppaa"
"26845","ABpxpaapaaa"
"26846","MSxappp"
"26847","unannotated"
"26848","unannotated"
"26849","unannotated"
"26850","unannotated"
"26851","unannotated"
"26852","MSxapapa"
"26853","Cpapax"
"26854","Cxppp"
"26855","ABpxapppapp"
"26856","ABalaappa/ABalppaaa"
"26857","unannotated"
"26858","ABpxappap"
"26859","ABpxpaaapp"
"26860","unannotated"
"26861","unannotated"
"26862","unannotated"
"26863","unannotated"
"26864","ABpxapaaaap"
"26865","unannotated"
"26866","Epxpp"
"26867","ABalppapaa/ABarapppaa"
"26868","unannotated"
"26869","ABalapxppaa/ABalaappppa/ABalapaappa/ABalppapppa/ABarapppppa"
"26870","unannotated"
"26871","unannotated"
"26872","MSaaaaaa"
"26873","MSxapppax"
"26874","unannotated"
"26875","ABalpppapav/ABpraaaapav"
"26876","MSxapapp"
"26877","MSxppapp"
"26878","ABpxaapaapp"
"26879","unannotated"
"26880","ABalaaaarx"
"26881","unannotated"
"26882","MSxpppa"
"26883","Dxapp"
"26884","unannotated"
"26885","ABarppxaap"
"26886","MSxapppp"
"26887","MSxpapaa"
"26888","unannotated"
"26889","Dxppa"
"26890","unannotated"
"26891","unannotated"
"26892","ABplpappaa"
"26893","unannotated"
"26894","ABpxapappp"
"26895","ABalpppapav/ABpraaaapav"
"26896","unannotated"
"26897","MSxpaaaa"
"26898","unannotated"
"26899","unannotated"
"26900","unannotated"
"26901","unannotated"
"26902","unannotated"
"26903","MSxpaaa"
"26904","unannotated"
"26905","unannotated"
"26906","ABpxapaaaa"
"26907","unannotated"
"26908","MSxapppa"
"26909","unannotated"
"26910","Cxppppx"
"26911","ABpxpapapaa"
"26912","unannotated"
"26913","unannotated"
"26914","unannotated"
"26915","MSxpppap"
"26916","ABalppppap/ABpraaapap"
"26917","unannotated"
"26918","ABarpaapaa"
"26919","Cpapa"
"26920","unannotated"
"26921","ABalapaaapa/ABalappappa"
"26922","ABpxpaappp"
"26923","ABalppppppa/ABpraaapppa"
"26924","Dxpppx"
"26925","unannotated"
"26926","ABalapaaaa/ABalappapa"
"26927","unannotated"
"26928","ABaraapxpa"
"26929","unannotated"
"26930","MSxaapapa/ABalpappapp"
"26931","unannotated"
"26932","Cxpaaa"
"26933","unannotated"
"26934","Dxppp"
"26935","ABalapxppap/ABalaappppp/ABalapaappp/ABalppapppp/ABarapppppp"
"26936","ABalpapaap/ABarappaap"
"26937","unannotated"
"26938","MSxppaa"
"26939","ABpxaapappp"
"26940","unannotated"
"26941","ABarpappap/ABplaaapap"
"26942","ABpxppappp"
"26943","unannotated"
"26944","ABpxppapa"
"26945","ABalapxppa/ABalaapppp/ABalapaapp/ABalppappp/ABarappppp"
"26946","unannotated"
"26947","unannotated"
"26948","ABalpppapav/ABpraaaapav"
"26949","unannotated"
"26950","Epxpp"
"26951","MSxapapp"
"26952","unannotated"
"26953","MSxpppaa"
"26954","MSaaaappp/MSxapaapp"
"26955","unannotated"
"26956","Cxpappx"
"26957","ABpxppppaa"
"26958","unannotated"
"26959","ABpxaapppp"
"26960","Dxppp"
"26961","Cpappv"
"26962","unannotated"
"26963","Cxpaa"
"26964","ABalaaapar/ABalaaappl"
"26965","ABalaapapp/ABalppaapp"
"26966","ABpxapappa"
"26967","ABpxpaaaap"
"26968","ABpxpppaaa"
"26969","Cxpaapx"
"26970","unannotated"
"26971","MSxapppp"
"26972","MSxpaaaa"
"26973","unannotated"
"26974","unannotated"
"26975","unannotated"
"26976","unannotated"
"26977","ABpxppappa"
"26978","unannotated"
"26979","ABpxpppaap"
"26980","ABalppppaad/ABpraaapaad"
"26981","Dxpp"
"26982","unannotated"
"26983","unannotated"
"26984","MSxpppa"
"26985","ABaraapxp"
"26986","unannotated"
"26987","Cxppppx"
"26988","unannotated"
"26989","ABalapaaapa/ABalappappa"
"26990","ABplpappaap"
"26991","Cxppaa"
"26992","MSxpppp"
"26993","ABpxpaaapa"
"26994","ABalpppppap/ABpraaappap"
"26995","Cxppa"
"26996","unannotated"
