"","Gene","p","padj","loglik_full","loglik_red","df_full","df_red","mean","converge_impulse","converge_const","converge_sigmoid","impulseTOsigmoid_p","impulseTOsigmoid_padj","sigmoidTOconst_p","sigmoidTOconst_padj","isTransient","isMonotonous","allZero"
"ZK112.5","ZK112.5",4.93255084501069e-16,7.90905631315072e-16,-56.9690106780786,-97.5204466506757,7,2,4.03856842123741,0,0,0,4.72647758853131e-05,9.70149544241319e-05,3.2838718512375e-13,5.41855661349025e-13,TRUE,FALSE,FALSE
"ZK112.6","ZK112.6",0.336651735786497,0.364190218266952,-16.7555416628856,-19.604879068931,7,2,0.270621826358181,0,0,0,0.43399951329959,0.502586463178126,0.25832281610769,0.284941643412389,FALSE,FALSE,FALSE
"glrx-21","glrx-21",3.98969323027137e-23,7.18554849348729e-23,-164.331352091722,-221.72328808027,7,2,356.877942920315,0,0,0,3.59463077703402e-08,9.89566986963209e-08,2.39598518778494e-17,4.27795738313004e-17,TRUE,FALSE,FALSE
"ZK121.2","ZK121.2",4.49601490695838e-259,2.58858058268129e-258,-52.4749033695009,-656.664882816138,7,2,27.6966150814429,0,0,0,0.15696209602029,0.202771532169493,7.08869756640785e-261,4.30745923362461e-260,FALSE,TRUE,FALSE
"ZK154.1","ZK154.1",1.15619043484528e-32,2.37257459268594e-32,-74.6970152355186,-154.538721493056,7,2,10.4961081688155,0,0,0,1.66215630777488e-10,5.50783593784973e-10,1.09617170812778e-24,2.208923013341e-24,FALSE,TRUE,FALSE
"ZK154.4","ZK154.4",1.2028858131918e-137,4.96968790222065e-137,-125.035601684336,-448.694519314588,7,2,278.714432950022,0,0,0,1.60425363780452e-09,4.94969816173143e-09,3.35449963775622e-131,1.43366618929661e-130,TRUE,FALSE,FALSE
"ZK154.5","ZK154.5",3.36661150583036e-187,1.62543108971223e-186,-116.480237451032,-554.692536501934,7,2,138.071622152214,0,0,0,2.2730022767642e-06,5.31135957438986e-06,4.98295939133518e-184,2.53168258265725e-183,FALSE,TRUE,FALSE
"ZK154.6","ZK154.6",1.12602921397767e-162,5.05928566291361e-162,-120.042952881965,-501.57859290081,7,2,134.461253309928,0,0,0,1.29759341723695e-14,5.63841064131451e-14,3.25742204284091e-151,1.49184377138177e-150,FALSE,TRUE,FALSE
"ZK177.1","ZK177.1",3.49326651270308e-15,5.51620623482087e-15,-79.2030804883231,-117.721734103648,7,2,7.00598362935377,0,0,0,3.76968313222378e-11,1.30494012829245e-10,2.20244532216474e-06,3.05661338142371e-06,TRUE,FALSE,FALSE
"ZK177.2","ZK177.2",0.779445380058917,0.78499649977696,-7.19983514196897,-8.44003033092948,7,2,0.0483976587102987,0,0,0,0.512783509255944,0.572835073987602,0.766322870255788,0.778148840475785,FALSE,FALSE,FALSE
"ZK177.3","ZK177.3",0.43450397516009,0.464991939959892,-11.7336743090178,-14.1584973611966,7,2,0.171106535332588,0,0,0,0.328610767340796,0.396225443552803,0.453317838882135,0.483969329842312,FALSE,FALSE,FALSE
"npp-24","npp-24",8.31425579684486e-112,3.06573919718518e-111,-109.868482530898,-373.724141298043,7,2,130.221734375413,0,0,0,0.393208674619787,0.463777951678782,1.19539812028773e-113,4.73722052535854e-113,FALSE,TRUE,FALSE
"ZK177.8","ZK177.8",3.53898421234698e-170,1.62726652844397e-169,-129.522999189664,-528.400682795146,7,2,64.7362696995852,0,0,0,0.217192737215283,0.272416098704394,6.10049780073419e-172,2.98742785679331e-171,FALSE,TRUE,FALSE
"ZK177.9","ZK177.9",1.03358253479382e-12,1.55737770290786e-12,-42.2093034833837,-74.7940479336704,7,2,2.63229969880168,0,0,0,5.72961522126036e-10,1.8247160604887e-09,4.8713886709483e-05,6.45978915557765e-05,TRUE,FALSE,FALSE
"gbb-2","gbb-2",0,0,-95.1143730134126,-7439.49489036493,7,2,310.626739792752,0,0,0,1.50649453369976e-130,4.40765850776293e-129,0,0,FALSE,TRUE,FALSE
"ZK180.3","ZK180.3",1.35406151424856e-49,3.33315401911757e-49,-128.780169803325,-248.205620008131,7,2,161.360158413032,0,0,0,1.18583844171089e-05,2.59881749848033e-05,1.35359729153827e-46,3.51560205202006e-46,TRUE,FALSE,FALSE
